"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1903311","GO:1903311","regulation of mRNA metabolic process","6/31","310/28905",0.0193548387096774,18.0468262226847,9.88748130906143,8.51751587069066e-07,0.00108909620389265,0.000611600999890528,"Malat1/Fus/Dhx9/Pabpc1/Zfp36l1/Rbm39",6
"GO:0007039","GO:0007039","protein catabolic process in the vacuole","3/31","22/28905",0.136363636363636,127.148093841642,19.3944392735382,1.69641153254307e-06,0.00108909620389265,0.000611600999890528,"Psap/Cd81/Grn",3
"GO:1900151","GO:1900151","regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","3/31","26/28905",0.115384615384615,107.586848635236,17.8158097243924,2.85575998927516e-06,0.00122226527540977,0.000686384418474906,"Dhx9/Pabpc1/Zfp36l1",3
"GO:0008380","GO:0008380","RNA splicing","6/31","455/28905",0.0131868131868132,12.2956398440269,7.95759340036717,7.7627079770044e-06,0.00249182926061841,0.00139933025374948,"Malat1/Fus/Dhx9/Pabpc1/Rsrp1/Rbm39",6
"GO:0050684","GO:0050684","regulation of mRNA processing","4/31","142/28905",0.028169014084507,26.2653339391186,9.88913873099546,1.58443864110388e-05,0.00406883843035477,0.00228492730348665,"Malat1/Dhx9/Zfp36l1/Rbm39",4
"GO:0050729","GO:0050729","positive regulation of inflammatory response","4/31","167/28905",0.0239520958083832,22.3333977206877,9.05933543862551,2.99408040452581e-05,0.00575373089885406,0.00323110810437369,"Csf1r/Dhx9/Cd81/Grn",4
"GO:0043488","GO:0043488","regulation of mRNA stability","4/31","169/28905",0.0236686390532544,22.0690971559458,9.0008280632219,3.13676918161826e-05,0.00575373089885406,0.00323110810437369,"Fus/Dhx9/Pabpc1/Zfp36l1",4
"GO:0000288","GO:0000288","nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","3/31","61/28905",0.0491803278688525,45.8566895822316,11.4913416991747,3.85381677509429e-05,0.00596832523336126,0.00335161730189577,"Dhx9/Pabpc1/Zfp36l1",3
"GO:0043487","GO:0043487","regulation of RNA stability","4/31","185/28905",0.0216216216216216,20.1604184829991,8.56653082254058,4.46458909854089e-05,0.00596832523336126,0.00335161730189577,"Fus/Dhx9/Pabpc1/Zfp36l1",4
"GO:0061013","GO:0061013","regulation of mRNA catabolic process","4/31","189/28905",0.0211640211640212,19.7337429595494,8.4664204472805,4.85227694673122e-05,0.00596832523336126,0.00335161730189577,"Fus/Dhx9/Pabpc1/Zfp36l1",4
"GO:0071356","GO:0071356","cellular response to tumor necrosis factor","4/31","193/28905",0.0207253886010363,19.3247534681598,8.36934397652733,5.26403554472729e-05,0.00596832523336126,0.00335161730189577,"Laptm5/Dhx9/Zfp36l1/Asah1",4
"GO:0071806","GO:0071806","protein transmembrane transport","3/31","69/28905",0.0434782608695652,40.5399719495091,10.7745648381042,5.57787404987033e-05,0.00596832523336126,0.00335161730189577,"Hspa5/Abca1/Ift20",3
"GO:0050727","GO:0050727","regulation of inflammatory response","5/31","411/28905",0.0121654501216545,11.3433011537556,6.92005770222336,7.10667799054362e-05,0.00701921118450616,0.00394176066681974,"Csf1r/Dhx9/Cd81/Sirpa/Grn",5
"GO:0034612","GO:0034612","response to tumor necrosis factor","4/31","213/28905",0.0187793427230047,17.5102226260791,7.92444152660678,7.71614678254936e-05,0.00707680890628098,0.00397410567371903,"Laptm5/Dhx9/Zfp36l1/Asah1",4
"GO:0007033","GO:0007033","vacuole organization","4/31","222/28905",0.018018018018018,16.8003487358326,7.74349849794839,9.05471866141877e-05,0.00775083917417446,0.00435261914601534,"Laptm5/Abca1/Grn/Ift20",4
"GO:1900153","GO:1900153","positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","2/31","15/28905",0.133333333333333,124.322580645161,15.6538370225307,0.000115868358672626,0.00929843578347828,0.00522169905860192,"Pabpc1/Zfp36l1",2
"GO:0006402","GO:0006402","mRNA catabolic process","4/31","252/28905",0.0158730158730159,14.8003072196621,7.20958589385204,0.000147483294226592,0.0107325381526806,0.00602704429790637,"Fus/Dhx9/Pabpc1/Zfp36l1",4
"GO:0061157","GO:0061157","mRNA destabilization","3/31","99/28905",0.0303030303030303,28.2551319648094,8.900835062739,0.000163386082317263,0.0107325381526806,0.00602704429790637,"Dhx9/Pabpc1/Zfp36l1",3
"GO:2000288","GO:2000288","positive regulation of myoblast proliferation","2/31","18/28905",0.111111111111111,103.602150537634,14.2674986666934,0.000168498445112783,0.0107325381526806,0.00602704429790637,"Malat1/Csf1r",2
"GO:0007040","GO:0007040","lysosome organization","3/31","102/28905",0.0294117647058824,27.4240986717268,8.75967011621523,0.000178467261147258,0.0107325381526806,0.00602704429790637,"Laptm5/Abca1/Grn",3
"GO:0080171","GO:0080171","lytic vacuole organization","3/31","102/28905",0.0294117647058824,27.4240986717268,8.75967011621523,0.000178467261147258,0.0107325381526806,0.00602704429790637,"Laptm5/Abca1/Grn",3
"GO:0050779","GO:0050779","RNA destabilization","3/31","104/28905",0.0288461538461538,26.8967121588089,8.66889735831277,0.000189006942248731,0.0107325381526806,0.00602704429790637,"Dhx9/Pabpc1/Zfp36l1",3
