"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0001824","GO:0001824","blastocyst development","3/8","162/28905",0.0185185185185185,66.9097222222222,13.9971149730113,9.47985024882588e-06,0.00169689319453983,0.000449045538102279,"Asf1b/Rrm2/Nop2",3
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","2/8","99/28905",0.0202020202020202,72.9924242424242,11.938795301167,0.000320815620131376,0.0255804376351884,0.00676930134421333,"Rrm2/Fbxo5",2
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","2/8","119/28905",0.0168067226890756,60.7247899159664,10.862631320248,0.00046304153298745,0.0255804376351884,0.00676930134421333,"Rrm2/Fbxo5",2
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","2/8","134/28905",0.0149253731343284,53.9272388059701,10.2176670570263,0.000586468703465663,0.0255804376351884,0.00676930134421333,"Rrm2/Fbxo5",2
"GO:0006261","GO:0006261","DNA-templated DNA replication","2/8","148/28905",0.0135135135135135,48.8260135135135,9.70556539169791,0.000714537364111407,0.0255804376351884,0.00676930134421333,"Fbxo5/Prim1",2
"GO:0009165","GO:0009165","nucleotide biosynthetic process","2/8","267/28905",0.00749063670411985,27.064606741573,7.11923049185151,0.00229442285815568,0.032935889499914,0.00871576023226187,"Naprt/Rrm2",2
"GO:1901293","GO:1901293","nucleoside phosphate biosynthetic process","2/8","269/28905",0.00743494423791822,26.8633828996283,7.09092482827025,0.00232834402544643,0.032935889499914,0.00871576023226187,"Naprt/Rrm2",2
"GO:0006260","GO:0006260","DNA replication","2/8","271/28905",0.00738007380073801,26.6651291512915,7.06292635631579,0.00236250448944723,0.032935889499914,0.00871576023226187,"Fbxo5/Prim1",2
"GO:0090068","GO:0090068","positive regulation of cell cycle process","2/8","275/28905",0.00727272727272727,26.2772727272727,7.0078286775183,0.00243154247769878,0.032935889499914,0.00871576023226187,"Rrm2/Fbxo5",2
"GO:1904667","GO:1904667","negative regulation of ubiquitin protein ligase activity","1/8","10/28905",0.1,361.3125,18.9611890524291,0.00276467265470681,0.032935889499914,0.00871576023226187,"Fbxo5",1
